Title,Company,Location,JD,URL
"Events Manager, AR/VR Marketing",Facebook,"Menlo Park, CA","skills:  
Manifest Facebook AR/VR hardware and software across priority events, including: tentpole and launch events, strategic cultural events and high-profile industry tradeshows (e.g. CES, Davos, SxSW, Game Developers Conference, E3, Cannes Lions) 
Support Head of Event & Experience Marketing in the development of strategy and budget for annualized schedule of events 
Collaborate with Event Operations team to manage agency relationships, with an bias towards efficiency and the delivery of measurable results 
Lead cross-functional meetings with superior attention to detail and the development of robust project management tools to ensure the team and deliverables remain on schedule and under budget 
This job includes frequent travel (approximately 50%) to execute events at major global trade shows and festivals 
Experience in budget management of projects $1 million plus 
Experience working with large brands 
Interest in events at the intersection of culture and technology 
5+ years experience in a large scale experiential executions (industry trade shows, cultural activations, roadshows, consumer activations) 
VR and gaming experience 
Experience with successful execution of B2B and B2C events 
Mix of agency and in-house professional experience 
Experience working with large tech brands Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=a71cebae406cb9f3&fccid=1639254ea84748b5&vjs=3
"Product Designer, AR/VR",Facebook,"Menlo Park, CA","skills:  
Take broad, conceptual ideas and turn them into something useful and valuable for people using our products 
Contribute to high-level strategic decisions with the rest of the product and executive teams 
Work collaboratively with Product, Research and Engineering partners from concept through completion and future iterations 
Own the end-to-end design (interaction, visual, etc.) across multiple features and projects 
Present designs, prototypes and concepts to cross functional partners and stakeholders 
Provide implementation guidance to engineers and ensure features launch at the highest quality 
Stay on top of industry trends and emerging technologies 
4+ years of industry experience as a Product or Interaction Designer 
A portfolio of work that demonstrates a breadth of visual and interaction design skills 
Experience working in a technical environment 
Experience working with research and data to drive decision making 
Experience designing for hardware products and new interaction models Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=3efebb9badf26bfe&fccid=1639254ea84748b5&vjs=3
"Content Manager, AR/VR (Japanese Market)",An Innovative VR Company,"Menlo Park, CA","skills:  Curate and manage the App Store and an extensive editorial calendar for Japan. Assign, edit, and write content for the App Store, including short-form write-ups, deep dives, developer interviews and translate long-format articles from cross-functional teams.
 Strategize content release dates and key programming moments for the region.
 Create, manage, and publish content across CMS platforms.
 Manage CMS pipeline from ingestion to reporting.
 Understand best practices across pricing strategies and sales.
 Adhere to brand and content standards and guidelines.
 Create internal development documentation and best-practices.
 Work cross-functionally with marketing, creative, and technical teams. 3+ years editing creative editorial for traditional and/or online publications
 Experience leading designers and coming up with creative design ideas
 Best practices for editorial engagement and written style guides
 Excellent organizational skills plus the ability to handle multiple projects simultaneously under strict deadlines
 Fluent (speaking, reading, writing) in Japanese and English
 Experience working with Content Management Systems
 Track record of copywriting and merchandizing for a Japanese market
 Passion for emerging technology and the AR/VR industry Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DSgjPPcnEdvoK3uuxfISLALE6pB1FR7YSHOr_tSg5_QKRYSnOT6R6UOXzcwA0IQujpzmY1EQfpqFaya_rnu5e_mOXOCHuvMhq_CdaibB6UQZW1Il3U7-OBoSowpJBcRi3kxHlc4dbDurM2VR0b_FPeix0ot-uPc2MnE6eCq1DMZWZExo0kx8OXHBLDv70fWtXL2OzVFOAKaPFVwg5hKxMZF2GrnNBi0sGfvpEIgXGe6Ydr-Qv8pdrlcSKuZ-1lB3t5r4yr6InjNtCJ0LD94EFnkf1kzd8ISfVuGJDZkuJYcFlq2R5VPJ9YcTKErJPibO_VYS5x_j5a9ZhlgcYt3DFll-H2KS5rLxXZTckxTZ-4Wybc_OcSesx3KMUUqf_OHQXMiccwnOtWy8v2akPTRSRsgDYq6JGgxIYFZzOaWRmUi6NgNejkBrD3EZsBM8sJcHgWRa5VfJDRyYqeUIRNTfK6cCATf0TNlc_EsOm0Ln-szSXixENkTfcMiMuAMo8ozetC_uzRvovbvU4jQo_lHicqXswq-cwOPxk=&p=0&fvj=0&vjs=3
AR/VR Business Analyst,Tailored Management,"Menlo Park, CA","skills:  Consolidate third-party retailer sales reports and upload reports to Hive Metastore. Use SQL to query sales related data on a distributed system. Create reports and dashboards to support sales leadership in making effective, analytically driven, and strategic decisions. Explore new data sources to add signal to existing models and develop models for new sales opportunities. Perform ad-hoc and in-depth analyses and then reporting/presenting insights. Partner with regional heads of sales to develop regional sales strategy. 2+ years of experience in business reporting, business intelligence or sales analytics. Reporting experience in a consumer electronics environment or retail industry preferred. Experience in querying and manipulating raw datasets for analysis using SQL (Presto, Spark, Hive). Experience in data ETL preferred. Experience in visualization, dashboards and reporting using Tableau, or other BI tools. Ability to partner with cross functional teams, prioritize tasks and move fast on projects. Experience in communicating findings to both technical and non-technical audiences. BS/MS degree in a quantitative discipline: statistics, applied mathematics, business analytics, computer science, engineering, economics, etc. Bachelor's (Required) United States (Required) One location Health insurance Dental insurance Vision insurance Monday to Friday Day shift 8 hour shift Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DI_pqscLjs9LkB0jlO39g2s8RE9SCHTdataN4HV1TulGfWI13h5d2IIBkrMCBpdyoKFuk6LoRw93nv9VIf-nwycaiTnbsKlxaYmP2oUVCrEos5MOIWzflKyJqtBexCiKWVxNVq0D9Lo3YRyX8n959AonagBpNTwfxL-PurTe6VIuRucl5-GiO9VyNcyVJjz4RMPhi8Oxv3RQ-7Z6AcRNIsv0AGu-l8NVDywAhtrejjw7vfG2d4gWwl3TSzuKk960ISmCb_V3B8rcsQRZPnglMsGBL2ms9y812QGAagSXdAB7zdi0V_IoConEQ5X9CQHPcGYqe7Un-wVI9DYFAztxA7wuyL9jl-NeQ--wfxtt3hc-oA3e03l4uaGs-IUWDHDR_xLVs1EeQN5aY6Ia6iBJGlD3pDM14pNOlXC9YfGmmTyMWCgDvQROVXsmYDfsJWpQbNM9EWTNl9uEBrF31mCstl&p=1&fvj=1&vjs=3
"Marketing Insights Researcher, AR/VR",Facebook,"Menlo Park, CA","skills:  
Collaborative partner with Marketing, UX, and Product organizations to understand consumer needs and product use cases, define brand positioning, develop audiences, improve product market fit, execute go-to-market plans, and optimize/improve marketing communications to achieve business objectives 
Design and execute comprehensive, quantitative and qualitative research solutions, at both the product and brand level 
Translate data insights into actions and recommendations. Core focus will be on understanding audience, marketing and communications strategy, at both a brand and product level, but will also include new product development and definition 
Ability to partner with Decision Science to develop hypotheses and comprehensive test and measurement plans, to design and execute experiments to achieve marketing objectives and drive marketing effectiveness 
Ability to interface directly with leaders, and act as an effective communicator to influence decision-making and product planning 
4+ years of experience in marketing research or product research teams 
Experience with both qualitative and quantitative methods 
Experience in leading or executing insights-driven campaigns/product launches from definition to execution, driving and influencing product and marketing decision-making 
Experience engaging both at the technical/product level as well as on brand marketing/communications 
Experience engaging in research work at a tactical/executional level 
Experience with problem-solving and moving from blank state to well-defined problem with a methodology 
Communication skills. Presentation experience with using insights to influence executives and colleagues 
Experience thriving in a dynamic and fast-paced environment, drive change, and collaborate effectively with a variety of partners 
Experience working in consumer hardware and tech 
Client side and agency experience in new product/service development and launch Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=ec315346dd9aa01e&fccid=1639254ea84748b5&vjs=3
"HR Director, AR/VR",Facebook,"Menlo Park, CA","skills:  
Provide strong organizational leadership for the People function and HRBP team 
Lead organizational effectiveness strategies for the business including strategic planning, visioning, organization planning, talent assessment, change management and team building 
Lead and scale a team of HRBPs to support the business 
Provide strategic business partnership, thought partnership, and coaching to the leadership team of the organization 
Provide rigorous data analysis and reporting solutions based on business needs 
Manage and facilitate the overall Performance Summary Cycle and employee engagement survey throughout the year 
Inspire and partner with HR colleagues in the Recruiting, Learning & Development, Compensation, Legal, and HR Programs teams to implement solutions and help scale the business 
Partner closely with regional HR partners on global strategy and execution 
Work closely with our Employee Relations Partners, supporting employee relations issues as needed 
Design and facilitate team and offsite meetings as needed 
Lead and provide creative solutions to strengthen the People team and enable the organization to perform effectively together 
12+ years experience in an HR Business Partner or equivalent role 
BA/BS degree 
Demonstrates solid judgment and experience assessing risk relative to the business 
Effective communication and critical thinking skills applied at all levels of the organization 
Demonstrates empathy and experience driving diversity & inclusion strategies 
Demonstrated experience learning and lead in a constantly changing environment and to cultivate relationships across teams 
Experience using data to identify insights that drive action 
Experience leading across global and/or matrixed organizations to scale 
Demonstrates experience influencing and strategically solving problems 
Expert consulting, coaching and facilitation skills Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=b4cd85b75e4063b5&fccid=1639254ea84748b5&vjs=3
"AR/VR Strategic Account Manager, Online Retail",Facebook,"Menlo Park, CA","skills:  
Ability to communicate with internal and external stakeholders 
Seek out data, provide insights, and deliver foresight that drives the growth of Facebook hardware at Amazon 
Define and manage an annual business plan with Amazon for key activities to be carried out each quarter, clearly defined resource allocations and planned investments from retail partner 
Develop and maintain executive relationships 
Partner with cross-functional peers in Marketing, Ops, and Finance to optimize merchandising, AMS, AMG investment, digital shelf, brand shop, product detail pages, ratings & reviews (e.g. Vine), and overall consumer experience 
Own inventory planning with forecast management for Amazon 
Support quarterly MDF allocation and reconciliation process 
Review Sell In/Out data to identify new opportunities within existing product ranges 
Plan all new product launches in collaboration with marketing and business operations, deliver clear and concise communication and plan to partners 
Provide an objective viewpoint based on an in-depth understanding of commercial and competitive information 
Collaborate and provide retail expertise to other Facebook teams 
Work closely with Operations to implement a CPFR process with retail and distributor partners 
Achieve monthly/quarterly/annual targets 
Knowledge of the market, industry trends, market conditions, and competitive landscape 
Proven track record in delivery of sales quotas against business plans 
BA/BS in Business or Marketing related field (or similar work experience) 
6+ years experience in Sales, Account Management or Business Development for Amazon 
Experience managing workload within timeframes 
Negotiation and communication experience with experience in operators, retail & distribution agreements 
Capacity to get things done at short notice while collecting information from a variety of internal and external sources Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=a269f945e621dd1e&fccid=1639254ea84748b5&vjs=3
"Director, Business Enablement AR/VR",Facebook,"Menlo Park, CA","skills:  
Provide direct leadership of team working horizontally as the voice of AR/VR operations in business capabilities development/transformations 
Directly manage team chartered with defining business requirements and shepherding projects through implementation as well as QA, portfolio/program management, process documentation, production support, and business analytics 
Become a trusted partner and advisor for business leaders and engineering development teams, and ensure team members represent business owners in all capability development initiatives 
Ensure strategic and operational alignment between all critical business systems and their user communities 
Manage and oversee analytics and automated reporting solutions, including the establishment and oversight of one, unified database 
15+ years business experience including leading system-enabled transformation across operations functions (including planning, logistics, customer support) in physical products companies 
Cross-functional partnership, experience navigating across teams with objectives to translate business strategies, initiatives, goals, and objectives into project proposals 
Bachelor’s degree 
Master’s degree 
Consumer Electronics experience Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=d1623f0b2469e297&fccid=1639254ea84748b5&vjs=3
"Director, Direct to Consumer Sales AR/VR",Facebook,"Menlo Park, CA","skills:  
Develop overarching direct-to-consumer strategy for Facebook's AR/VR product division. 
Work with sales operations to establish processes and build tools to deliver products through the various online and offline direct to consumer outlets (Inventory Management, POS, Scheduling, etc.). 
Determine where, when, and how Facebook will interact with consumers outside of traditional third-party retail and e-tail channels. 
Work with Brand Marketing, Product Marketing, Channel Marketing, and Category Management, and Channel Sales Teams to create a seamless customer experience for the Facebook family of AR/VR products across our owned DTC channels. 
Deliver innovation in how we present our ecosystem of products and services while translating interactions into sales. 
Build a best-in-class organization that will set the standard for face-to-face AR/VR customer experiences in the industry. 
Partner with Brand Marketing and Creative to bring the core brand vision and architecture to life in all direct-to-consumer activations. 
10+ years experience in consumer electronic field/store leadership or retail operations management. 
Experience identifying, negotiating, and acquiring retail real-estate partnerships. 
Experience with a global brand executing a direct-to-consumer physical retail strategy. 
Bachelor's Degree. 
Experience in developing and transitioning a digitally native brand to B&M presence. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=198ba0c7768e295e&fccid=1639254ea84748b5&vjs=3
"Producer, Augmented Reality (Menlo Park)",The Mom Project,"Menlo Park, CA","skills:  Work closely with creative leads to set strategy and goals for creative development efforts Establish and maintain project production schedules to ensure a smooth end-to-end development plan that meets product goals and quality bar, and ensures that all assets are delivered on time and implemented to spec Establish and maintain an efficient and flexible project process that facilitates the creation, review, feedback, revision, deployment cycle of art asset production Strategically source and manage resources to keep project on-track As a point of contact for team communication, establish clear communication channels and process across creative and cross-functional teams, including Product Marketing Managers, Product Development, Engineering, QA, Legal and Policy Schedule, manage and address cross-functional feedback and stakeholder approvals Predict and/or identify roadblocks and obstacles, and proactively establish meetings or integration points between teams to address and resolve them Serve as team lead to align and anchor resources in a fast-paced environment Work closely with cross-functional product and engineering teams to unlock future possibilities that marry emerging technologies and creative expression Facilitate, document and disseminate decisions to key stakeholders Experience working with artists, designers and engineers to design, build, and deliver products and effects that use emerging technologies Experience in AR/VR/MR or 3D production highly desired Experience articulating design direction to artists and non-artists alike Experience working with external vendors (individual artists and agencies) including sourcing and contracting, advising on/defining schedules, assessing proposed production processes, managing assets as they are delivered, and being the daily point of contact for the internal team Experience in project management and relationship building Experience establishing and managing ongoing production Ability to thrive managing a globally distributed team Knowledge with Maya, Adobe Photoshop, Illustrator and other design packages Health Benefits: Medical, Dental, Vision, Life (including spouse & child), 401k, STD/LTD, AD&D, and Commuter Benefits program) Accrued PTO: Up to 15 days per 12 months on assignment New Child Benefit: Up to $4,000 for the birth or adoption of a child while on assignment (conditions apply) Health insurance Dental insurance Vision insurance Monday to Friday Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BDp_epf89aHDQhKpPegNJQ_ldQpEFZQsM9OcONMGxWx1gfak1_dXnxKhEjFYjFBcyNmE4gglm-h4MqsLaW9b5uYMYhHDT9mYTcUKAesv3Gn81bEnBSv9rR-GZczsrS_vXO1L9QmvglRGi3vSJ4Win-2vVDyC0DjP8hyJ8Vsh5d6K30JIwxxTkJqPmd2x-q4P95vyEXRrmUbKA4tO3OtKDsUW0m39pW_R0Qa6XgwaqvFdFlkRaO4W49GIRc8uJvz8_Ou_50pP92bGxvqk7JBbAowSlrcRLgKda_wI_zS2b--nOSVYhNykIDvsw9kBtBbPmAvt-wEEcvA9_DyyEQsy0W4R8Ue1ct-MMHVSmS13t6FfuRF3BbRtcCKfYoXmTo8JJv3IHggKu505QCmTJ-vbtuuJ0KU90JykdMtkZ2Ut4Rn2mbK18z1_LmUjyyZRhtUJ8tdV6Qu2jQHA==&p=13&fvj=1&vjs=3
"Producer, Augmented Reality (Menlo Park)",The Mom Project,"Menlo Park, CA","skills:  Work closely with creative leads to set strategy and goals for creative development efforts Establish and maintain project production schedules to ensure a smooth end-to-end development plan that meets product goals and quality bar, and ensures that all assets are delivered on time and implemented to spec Establish and maintain an efficient and flexible project process that facilitates the creation, review, feedback, revision, deployment cycle of art asset production Strategically source and manage resources to keep project on-track As a point of contact for team communication, establish clear communication channels and process across creative and cross-functional teams, including Product Marketing Managers, Product Development, Engineering, QA, Legal and Policy Schedule, manage and address cross-functional feedback and stakeholder approvals Predict and/or identify roadblocks and obstacles, and proactively establish meetings or integration points between teams to address and resolve them Serve as team lead to align and anchor resources in a fast-paced environment Work closely with cross-functional product and engineering teams to unlock future possibilities that marry emerging technologies and creative expression Facilitate, document and disseminate decisions to key stakeholders Experience working with artists, designers and engineers to design, build, and deliver products and effects that use emerging technologies Experience in AR/VR/MR or 3D production highly desired Experience articulating design direction to artists and non-artists alike Experience working with external vendors (individual artists and agencies) including sourcing and contracting, advising on/defining schedules, assessing proposed production processes, managing assets as they are delivered, and being the daily point of contact for the internal team Experience in project management and relationship building Experience establishing and managing ongoing production Ability to thrive managing a globally distributed team Knowledge with Maya, Adobe Photoshop, Illustrator and other design packages Health Benefits: Medical, Dental, Vision, Life (including spouse & child), 401k, STD/LTD, AD&D, and Commuter Benefits program) Accrued PTO: Up to 15 days per 12 months on assignment New Child Benefit: Up to $4,000 for the birth or adoption of a child while on assignment (conditions apply) Health insurance Dental insurance Vision insurance Monday to Friday Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BDp_epf89aHDQhKpPegNJQ_ldQpEFZQsM9OcONMGxWx1gfak1_dXnxKhEjFYjFBcyNmE4gglm-h4MqsLaW9b5uYMYhHDT9mYTcUKAesv3Gn81bEnBSv9rR-GZczsrS_vXO1L9QmvglRGi3vSJ4Win-2vVDyC0DjP8hyJ8Vsh5d6K30JIwxxTkJ6EP1Q8u0NhkhIPAbUWJbGJO_B-ROqlBH6v9g79bwVfOvqR5FjVuXUnJUGcz4vJH_gXnXwQGHL6Gv-s9XPvcSsrzjMIhrjkwI2U8qkVdb4oI2lglre3yDkfS-TbA5Z_4J7AYkr_CJXaLA_cJ5ljCTYlQHBw4b02nZ2ypeC32SbHyNss64fBEBGRvxRMDL-zrAKx3u9cYGJFccIf5YuMmw33npzDYJDDkB_EGoUnYDXZyNg0k8_Df9GuE6ES8sKa6AqTwQC1Owk3qEEWC5Y0rc6Q==&p=1&fvj=1&vjs=3
AR/VR Sales Finance Analyst,Facebook,"Menlo Park, CA","skills:  
Create strong business partnerships with Sales leadership and AR/VR leadership overall 
Provide financial leadership across planning, budgeting, forecasting and long-range planning 
Design and build frameworks for efficient headcount and opex allocations 
Provide hands-on analytic support and develop actionable insights that will influence key decision makers to effectively drive sales 
Help define and implement scalable financial processes related to month-end and quarter-end close, including accruals and reporting 
Provide FP&A support, including headcount and budget tracking 
Drive process improvements by partnering with up-stream process owners and enhance current tools/systems related to financial management 
Bachelor's degree in Finance, Economics or equivalent 
2+ years of finance experience 
Experience with MS Office/Google Docs, Salesforce, Oracle, Hyperion, SQL, Tableau 
Experience developing analytical frameworks and communicating financial concepts to leadership 
Experience partnering with and influencing functional leaders 
Experience working and problem solving independently, organizing workload and priorities, and completing tasks on time 
Experience in applicable accounting concepts and financial planning 
MBA or MS in a quantitative field 
2+ years of finance experience in a consulting firm, investment bank, or a high-growth tech company with a focus on omnichannel direct-to-consumer sales 
Working knowledge of Python 
Experience with consumer and enterprise business models Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=50275409d8db839f&fccid=1639254ea84748b5&vjs=3
AR/VR Manufacturing Test Engineer,Facebook,"Menlo Park, CA","skills:  
Development and implementation of manufacturing test strategy during development and production phases of product lifecycle. Work with Engineering and vendor test teams to design and assemble bench setups and test fixtures 
Work with Engineering Team to identify the best supplier/partner to meet product requirements from both technical perspective as well as supply chain and manufacturing considerations 
Develop test requirements and methodology with Engineering team, implement manufacturing tests at vendor sites, troubleshoot and solve issues during product development and manufacturing ramp 
Interface directly with the Engineering, Supply Chain, Manufacturing, Quality, and Vendor teams to assist in the development of test procedures, including First Article, Reliability, Environmental, Production and Final Acceptance Testing 
Work directly with the test engineers providing guidance and support as necessary in test methods, equipment, and test set-ups 
Coordination of and travel to suppliers (foreign and domestic) to establish technical and manufacturing processes required during product development and volume manufacturing ramp 
Travel required up to 40% 
BS or MS degree in engineering or related field 
4+ years of experience in consumer electronic product development & volume manufacturing 
Experienced with domestic and/or international consumer electronics vendors and supply chain 
Knowledge of building hardware in development and volume production stages 
Experience with managing test coverages and improving test efficiency in engineering and production phase 
Experienced in test automation and test frameworks to enable comprehensive test coverage 
Experienced managing vendor engineer/technicians, building a team providing swift and effective to technical tasks 
Experienced in Optical, Audio, RF testing, preferably has in-depth understanding in one or more of these areas 
Strong understanding of module test and manufacturing processes with direct experience managing manufacturing test implementation and execution 
Experience defining, developing and troubleshooting manufacturing test issues 
Strong experience building cross-functional relationships at all levels of the organization Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=1bbd726e478fc9aa&fccid=1639254ea84748b5&vjs=3
Mechanical Engineer - AR/VR Accessories,Facebook,"Menlo Park, CA","skills:  
Collaborate with cross-functional teams including Industrial Design, Hardware Engineering and Product teams to create functional prototypes based on concepts in the accessories roadmap and deliver final products to mass production. 
Identify components, materials, and manufacturing process that achieve a high quality product within cost targets at high volume. 
Create mechanical architecture and detailed 3D models according to established specifications. 
Leverage internal resources and drive overseas partners (ODM/JDM/CM) to expand the capabilities of our team and deliver on projects. 
Apply engineering and tolerance techniques to high precision design requirements in the areas such as optics, electro-mechanicals, and battery/power systems. 
Establish and refine product design process, best practices, and/or tools for the organization. 
Lead cross-functional design reviews and engineering discussions. 
Bachelors in Mechanical Engineering or equivalent work experience. 
7+ years of experience in a hands-on Engineering/Design role with experience in high volume consumer electronics and product development. 
A history of full mechanical system ownership in at least two shipping products. 
Experience working with China-based vendors remotely and in-person, including a variety of engineering engagement models (CM, JDM and ODM). 
Problem solving skills and experience working independently as well as part of a multidisciplinary team. 
Manufacturing knowledge and experience (Design for assembly, DFM with injection molding, die-cast, machining, sheet metals, die-cuts etc.). 
Knowledge of designing electrical sub-systems (PCBs, FPCs, interconnects, batteries, etc.). 
Experience with system level design and working with cross-functional teams including Engineering, Product Design, Research, etc. 
3D CAD design experience and working with complex ID surfaces. 
Understanding of GD&T and tolerance analysis methods. 
Experience of building part and assembly prototypes in a prototype shop environment. 
10+ years of product design/prototyping and R&D experience, including full systems ownership. 
Mandarin language skills. 
NX/Teamcenter CAD system knowledge. 
Knowledge of statistical problem solving approach. 
Design Analysis experience (FEA Structural Simulations). 
Experience with wearables and soft-goods design. 
Experience with designing handheld or wearable electronics for high volume manufacturing. 
Knowledge for AR/VR and video conferencing technologies. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=d6dc87d14a812bc5&fccid=1639254ea84748b5&vjs=3
"Accounting Manager, AR/VR",Facebook,"Menlo Park, CA","skills:  
Partner with Finance, Operations and Business Development teams to understand business models, and provide accounting support for all existing contracts and new deals on a forward-looking basis. 
Review contracts to ensure compliance with GAAP and internal policies. 
Document technical accounting positions on significant multiple element business arrangements. 
Assist in development of accounting policies and operations for new accounting initiatives and business processes. 
Assist with month-end close procedures including preparation of journal entries, reconciliations, and other duties as necessary. 
Fulfill internal and external audit requests. 
Assist with the preparation of quarterly reporting packages to management. 
Bachelor degree in Accounting, Finance or related discipline 
8+ years of experience in accounting or finance 
Knowledge of U.S. GAAP and Internal Controls 
Experience implementing and improving business processes and systems 
Highly collaborative temperament, proven communication skills and demonstrated experience working in a fast-paced environment 
Self-starter with attention to detail yet possesses an understanding of the ""big picture”. Experience operating with a high degree of autonomy 
Experience partnering with Operations Business Partners and Financial Planning teams is preferred Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=3cc3c704b8378ec1&fccid=1639254ea84748b5&vjs=3
"Global Supply Manager, Silicon (Facebook AR/VR)",Facebook,"Menlo Park, CA","skills:  
Develop overall vision, strategy and execution plan for the Global Semiconductor/Electronics Sourcing function. Driving an integrated long-term supplier development approach focused on delivering world class quality, delivery and cost. 
Negotiate and execute master supply contracts and other critical agreements including but not limited to licensing agreements, SOWs, etc. 
Establish, manage and own strategic supplier relationships at the supplier executive level. 
Subject matter expert in commodity cost profiles and should cost models. 
Develop, manage and refresh individual and customized Semiconductor technology, Architecture and commodity sourcing strategies for each actively managed technology. 
Lead Supplier QBR process focused on exceeding Facebook KPI’s and continuous performance improvement. 
Influence supplier technology roadmaps and create internal disruptive value-add to ensure Facebook’s system architecture and commercial requirements are met. 
Continually benchmark the industry to monitor technology trends and ensure best practices are incorporated into the Facebook AR/VR supply chain. 
Drive Early Supplier Involvement initiatives to ensure our commodity suppliers are proactively providing input into new product designs and future product roadmaps. 
Establish supplier selection criteria, evaluate alternative suppliers, manage RFQ process, and drive final supplier selection in partnership with Hardware Engineering and Supply Base Engineering. 
Initiate and lead ongoing Cost Reduction programs to ensure the lowest possible total cost, including product cost, transportation cost, inventory cost, and cost of quality. 
Formulate contingency plans to de-risk technical challenges, long lead time, single source, and any supply issue. 
Institute programs to optimize schedule flexibility while minimizing excess inventory exposure. 
Work with Supply Base Engineering and our CM partners to avoid any potential part shortages or quality problems which are affecting production schedules. 
Bachelor’s Degree in Supply Chain, Business, or related field. 
10+ years work experience in Procurement or related disciplines specific to electrical including strategic silicon and board electrical sourcing. 
Experience in supplier evaluation/selection, should cost models, contract negotiation and supply base management. 
Leadership, program management and cross-functional teamwork experience. 
Experience with communicating and to influence all levels of management. 
Experience with high volume, consumer electronics products. 
10+ years experience managing global Silicon commodities. 
Experience operating in dynamic, fast-paced environment with minimal supervision. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=9f5b25962bcbc955&fccid=1639254ea84748b5&vjs=3
"Partner Engineer, AR/VR",Facebook,"Menlo Park, CA","skills:  
Help partners integrate their apps/services on to Facebook’s family of AR/VR devices. 
Work closely with partner technical teams to identify issues with their apps and recommend possible solutions. 
Develop a deep understanding of the various AR/VR devices/platforms and underlying implementations used for shipping apps and services. 
Identify and highlight missing functionality in our features, API’s or services and work closely with product and engineering teams to prioritize and build it. 
Be a subject matter technical expert, and have strategic influence on external partners and internal teams at Facebook. 
Work closely with internal teams at Facebook to ensure the right features are built to address partner needs. 
Ensure great documentation and best practices are created to collaborate with partners. 
Willingness to travel 5% of the time. 
4+ years of relevant industry experience - software engineering, partner/sales engineering. 
Experience with Android development and using various SDKs and libraries. 
Experience integrating with any device level services such as assistants, SDKs, casting etc. 
Software development experience in languages and environments such as Java, NDK(C++) and/or PHP. 
Experience working with Android operating system. 
Experience communicating and interfacing with external partners. 
BA/BS in Computer Science or equivalent degree/experience. 
Experience building and shipping apps on multiple android platforms (Google Play, Amazon etc.) and form factors (mobile, tablet, tv etc.). 
Experience working on Android Open Source Platform (AOSP). Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=038e81940ca414ec&fccid=1639254ea84748b5&vjs=3
